_id,CREATIONDATE,OBJECTDESC,TITLE,CLOSEDDATETIME,CASECLOSUREREASONDESCRIPTION
5273,2025-01-19 00:00:00,"2320 W HOPE AV, MILWAUKEE, WI, 53209-6627",Other Miscellaneous Electrical Services Request,2025-01-19 00:00:00,"integration_services_1000167_94 posted a comment on Street Light Cycling Request #16425467, a request you reported.
Picture attached."
5274,2025-01-19 00:00:00,"4556 N 36TH ST, MILWAUKEE, WI, 53209-5958",Area Dark,2025-01-19 00:00:00,At least 10 street lights are out! Call city number only got voicemail.
5275,2025-01-19 00:00:00,"2645 N GRANT BL, MILWAUKEE, WI, 53210-2441",Christmas Tree Pickup,,
5276,2025-01-19 00:00:00,"9343 W MT VERNON AV, MILWAUKEE, WI, 53226-4410",Christmas Tree Pickup,,Artifical Xmas tree to pick up.
5277,2025-01-19 00:00:00,"211 N 62ND ST, MILWAUKEE, WI, 53213-4128",Recycling Cart: Damaged,,"Damaged, old, and dirty"
5278,2025-01-19 00:00:00,"213 N 62ND ST, MILWAUKEE, WI, 53213-4128",Garbage Cart: Damaged,,"damaged, old, and dirty"
5279,2025-01-19 00:00:00,"2247 S 11TH ST, MILWAUKEE, WI, 53215-2709",Alley Light Out,2025-01-20 00:00:00,The alley light is out behind this address
5280,2025-01-19 00:00:00,"155 W NORWICH ST, MILWAUKEE, WI, 53207-4363",Missed Collection: Recycling,,two (2) completely full bins since December please come help and empty they have been in the spot designated for pickup and have been overlooked.
5281,2025-01-19 00:00:00,"4019 N 18TH ST, MILWAUKEE, WI, 53209-6801",Area Dark,2025-01-20 00:00:00,Entire street is pitch black.
5282,2025-01-19 00:00:00,"4065 N 16TH ST, MILWAUKEE, WI, 53209-6912",Street Light Out,2025-01-20 00:00:00,"Street lights out from 14th to 18th Street, from Capitol Dr to Olive Street, 2nd night in a row"
5283,2025-01-19 00:00:00,"6406 N 87TH ST, MILWAUKEE, WI, 53224-0000",Special Services Miscellaneous,,Caller reports a large piece of carpet is on the road in the eastbound lane causing a traffic hazard at N 86th & N 87th on W Mill Rd.
5284,2025-01-19 00:00:00,"6735 N 53RD ST, MILWAUKEE, WI, 53223-6052",Christmas Tree Pickup,,Tree is by the mailbox for pickup.
5285,2025-01-19 00:00:00,"3714 N 83RD ST, MILWAUKEE, WI, 53222-2951",Christmas Tree Pickup,,
5286,2025-01-19 00:00:00,"2659 N BUFFUM ST, MILWAUKEE, WI, 53212-0000",Garbage Cart Collection Request: Cart Not at Collection Point,,Normal pick is alley. This cart is on the curb. Not sure where it came from but it is over-flowing. Cart is slightly north of address given in front of tot lot. Suggest removal of cart.
5287,2025-01-19 00:00:00,"1408 N 40TH ST, MILWAUKEE, WI, 53208-0000",Other Miscellaneous Electrical Services Request,2025-01-19 00:00:00,Light pole laying in the middle of the street
5288,2025-01-19 00:00:00,"7801 W KEEFE AV, MILWAUKEE, WI, 53222-3021",Christmas Tree Pickup,,
5289,2025-01-19 00:00:00,"1100 S BARCLAY ST, MILWAUKEE, WI, 53204-2419",Graffiti,,This building has had graffiti on 3 sides of the building for over 3 months.  Neighboring buildings are also getting tagged. This area is drawing a  lot of vandalism as is starting to look blighted.
5290,2025-01-19 00:00:00,"135 E WASHINGTON ST, MILWAUKEE, WI, 53204-2434",Graffiti,,This building has had graffiti on all 4  sides of the building for over 3 months.  Neighboring buildings are also getting tagged. This area is drawing a  lot of vandalism as is starting to look blighted.
5291,2025-01-19 00:00:00,"1100 S BARCLAY ST, MILWAUKEE, WI, 53204-2419","Work Being Done Without Permit, Private Property",,The occupants/tenants of this property are operating a sawmill inside of this building illegally. They are hauling truckloads of lumber into the building as well as have stacks  of lumber in the lot. The permitted use for this overlay zone is not a sawmill. I am concerned about the debris that will come from this work as well as a potential fire hazard. This is my second complaint.  Please follow-up and contact me.
5292,2025-01-19 00:00:00,"3276 S PENNSYLVANIA AV, MILWAUKEE, WI, 53207-3132",Christmas Tree Pickup,,Pickup of xmas tree requested
5293,2025-01-19 00:00:00,"938 N 29TH ST, MILWAUKEE, WI, 53208-3406",Christmas Tree Pickup,,
5294,2025-01-19 00:00:00,7911 N 55TH ST,Clogged Catch Basin/Surface Flooding,2025-01-19 00:00:00,A large amount of water is leaching out of the street near a manhole cover. This is causing the surface drainage to flood and freeze.
5295,2025-01-19 00:00:00,3375 S ILLINOIS AV,Scattered Litter and Debris on Private Property,,"Giant brush piles are almost completely blocking the sidewalk on Holt Ave approaching Illinois
I’m tired of getting my coat caught on sticks when trying to squeeze through"
5296,2025-01-19 00:00:00,"1910 E FERNWOOD AV, MILWAUKEE, WI, 53207-3175",Clogged Catch Basin/Surface Flooding,2025-01-19 00:00:00,
5297,2025-01-19 00:00:00,"3839 S AUSTIN ST, MILWAUKEE, WI, 53207-3912",Christmas Tree Pickup,,Christmas Tree by carts for pickup
5298,2025-01-19 00:00:00,"2775 S WENTWORTH AV, MILWAUKEE, WI, 53207-2353",Christmas Tree Pickup,,
5299,2025-01-19 00:00:00,"2915 N DOWNER AV, MILWAUKEE, WI, 53211-3335",Missed Collection: Recycling,,Has not been picked up for several weeks. Both bins are full and have been at the curb line.
5300,2025-01-19 00:00:00,"6714 W SILVER SPRING DR, MILWAUKEE, WI, 53218-3057",All Other Signs,,missing no parking sign for bus stop
5301,2025-01-19 00:00:00,"1818 E FERNWOOD AV, MILWAUKEE, WI, 53207-3177",Clogged Catch Basin/Surface Flooding,,
5302,2025-01-19 00:00:00,"3110 S 84TH ST, MILWAUKEE, WI, 53227-4606",Christmas Tree Pickup,,Christmas tree pick-up.
5303,2025-01-19 00:00:00,"3135 N SHEPARD AV, MILWAUKEE, WI, 53211-3135",Missed Collection: Garbage,,Cart has been out since last Tuesday afternoon (pickup should’ve been Wednesday.) neighbors cart not picked up either.
5304,2025-01-19 00:00:00,"515 W RESERVOIR AV, MILWAUKEE, WI, 53212-3634",Dead Animal,,raccoon
5305,2025-01-19 00:00:00,"4855 N 72ND ST, MILWAUKEE, WI, 53218-3841",Recycling Cart: New Customer,,Just moved in do not have a recycling bin
5306,2025-01-19 00:00:00,2872 N 81ST ST,Christmas Tree Pickup,,
5307,2025-01-19 00:00:00,"5575 S 23RD ST, MILWAUKEE, WI, 53221-4270",Christmas Tree Pickup,,
5308,2025-01-19 00:00:00,"1109 E NORWICH ST, MILWAUKEE, WI, 53207-4515",Christmas Tree Pickup,,Christmas tree
5309,2025-01-19 00:00:00,"3224 S BURRELL ST, MILWAUKEE, WI, 53207-2753",Christmas Tree Pickup,,Thank you
5310,2025-01-19 00:00:00,"2900 A N 23RD ST, MILWAUKEE, WI, 53206-1647",Special Pickup - Accident Debris,,
5311,2025-01-19 00:00:00,"8033 W DIXON ST, MILWAUKEE, WI, 53214-1441",Christmas Tree Pickup,,"12 total Christmas trees for pick-up at the following addresses: 8033 W Dixon St, 173 S 81st St, 181 S 80th St, 170 S 80th St, 182 S 79th St, 127 S 78th St, 317 S 78th St, 311 S 78th St, 122 S 78th St, 8205 W. Honey Creek Pkwy (side), 8245 W Honey Creek Pkwy, 8303 W Honey Creek Pkwy."
5312,2025-01-19 00:00:00,"3376 N BUFFUM ST, MILWAUKEE, WI, 53212-1648",Drainage or Standing Water Not Related to a Clogged Catch Basin,,Broken water main in the street
5313,2025-01-19 00:00:00,"8011 W OKLAHOMA AV, MILWAUKEE, WI, 53219-0000",Christmas Tree Pickup,,
5314,2025-01-19 00:00:00,"2854 N SUMMIT AV, 2, MILWAUKEE, WI, 53211-3438",Christmas Tree Pickup,,
5315,2025-01-19 00:00:00,"2770 N 90TH ST, MILWAUKEE, WI, 53222-4609",Christmas Tree Pickup,,Christmas tree in alley by garbage bins
5316,2025-01-19 00:00:00,"136 N MILWAUKEE ST, MILWAUKEE, WI, 53202-0000",Christmas Tree Pickup,,
5317,2025-01-19 00:00:00,"1931 N BARTLETT AV, MILWAUKEE, WI, 53202-1425",Christmas Tree Pickup,,
5318,2025-01-19 00:00:00,"2577 S LOGAN AV, MILWAUKEE, WI, 53207-1865",Missed Collection: Additional Items,,Trash and recycling that won’t fit in trash
5319,2025-01-19 00:00:00,"2935 N PROSPECT AV, MILWAUKEE, WI, 53211-3345",Garbage Cart Collection Request: Cart Not at Collection Point,,
5320,2025-01-19 00:00:00,"3802 N 54TH BL, MILWAUKEE, WI, 53216-2206",Miscellaneous Street Maintenance Request,,pipe sticking above grade about 4-5 inches. street is not settling. located in middle of intersection. please correct.
5321,2025-01-19 00:00:00,"3402 W THURSTON AV, MILWAUKEE, WI, 53209-4049",Christmas Tree Pickup,,Christmas tree pick up/removal for 3402 W Thurston Ave. 53209
5322,2025-01-19 00:00:00,"5423 W WASHINGTON BL, MILWAUKEE, WI, 53208-1644",Recycling Cart Collection Request: Cart Not at Collection Point,,"We have not received a notification of Milwaukee Recycling Service since Nov 2024. Our Recycle bins are completely full and the next scheduled service is February 3rd (2 full weeks away). Winter service should be picking up the recycle from the storage bin location (Parking Slab), which is where both receptacles are being visibly stored. Can you schedule a recycle pickup before Feb. 3, 2025?"
5323,2025-01-19 00:00:00,"6925 W HOWARD AV, MILWAUKEE, WI, 53220-1810",Recycling Cart Collection Request: Cart Not at Collection Point,,6911 and 6925
5324,2025-01-19 00:00:00,"2846 S LINEBARGER TR, MILWAUKEE, WI, 53207-2541",Christmas Tree Pickup,,
5325,2025-01-18 00:00:00,"901 W WINNEBAGO ST, MILWAUKEE, WI, 53205-0000",Parking Enforcement X8350 Internal Transfer,2025-01-18 00:00:00,"Winnebago rules, not enforced Sat"
5326,2025-01-18 00:00:00,"3371 S PENNSYLVANIA AV, MILWAUKEE, WI, 53207-3155",Christmas Tree Pickup,,
5327,2025-01-18 00:00:00,"4543 N 41ST ST, MILWAUKEE, WI, 53209-5817",Sanitation Cart Collection Printed Schedules Request,,Caller ask for a new collection schedule for garbage and recycle.
5328,2025-01-18 00:00:00,"4543 N 41ST ST, MILWAUKEE, WI, 53209-5817",Garbage Cart: Missing,,Caller reports someone took her cart and she needs another one.
5329,2025-01-18 00:00:00,"3426 S 96TH ST, MILWAUKEE, WI, 53227-4333",Christmas Tree Pickup,,Xmas tree
5330,2025-01-18 00:00:00,"239 E CHICAGO ST, 101, MILWAUKEE, WI, 53202-5924",Christmas Tree Pickup,,
5331,2025-01-18 00:00:00,"2802 N 78TH ST, MILWAUKEE, WI, 53222-5021",Christmas Tree Pickup,,Curb on 78th
5332,2025-01-18 00:00:00,"6640 N 110TH ST, MILWAUKEE, WI, 53224-5038",Christmas Tree Pickup,,Christmas tree pick up request
5333,2025-01-18 00:00:00,"3011 N 90TH ST, MILWAUKEE, WI, 53222-4614",Street Light Out,2025-01-19 00:00:00,Our street light is usually off all the time.  It will pop on and then go off a minute later but usually it is just off and not working.
5334,2025-01-18 00:00:00,"4103 N 16TH ST, MILWAUKEE, WI, 53209-6914",Street Light Out,2025-01-19 00:00:00,light out at 16th and Fiebrantz
5335,2025-01-18 00:00:00,"10101 W GRANTOSA DR, MILWAUKEE, WI, 53222-1326",Street Light Out,,
5336,2025-01-18 00:00:00,"10525 W ROHR AV, MILWAUKEE, WI, 53225-3237",Street Light Out,,The street lights for the entire neighborhood on Rohr Avenue from 106th street to 103rd street is out.
5337,2025-01-18 00:00:00,"3662 S TAYLOR CT, MILWAUKEE, WI, 53207-3472",Christmas Tree Pickup,,
5338,2025-01-18 00:00:00,"1318 N 32ND ST, MILWAUKEE, WI, 53208-2455",Christmas Tree Pickup,,
5339,2025-01-18 00:00:00,1945 A W KEEFE AV,Christmas Tree Pickup,,Small tree 2-3 feet
5340,2025-01-18 00:00:00,"2985 S SHORE DR, MILWAUKEE, WI, 53207-2542",Christmas Tree Pickup,,
5341,2025-01-18 00:00:00,"3535 N 10TH ST, MILWAUKEE, WI, 53206-3312",Backwater,2025-01-18 00:00:00,backwater in basement
5342,2025-01-18 00:00:00,"3458 S DELAWARE AV, MILWAUKEE, WI, 53207-3706",Christmas Tree Pickup,,
5343,2025-01-18 00:00:00,"2749 N 23RD ST, MILWAUKEE, WI, 53206-1610",Recycling Cart: Missing,,
5344,2025-01-18 00:00:00,"2749 N 23RD ST, MILWAUKEE, WI, 53206-1610",Garbage Cart: Additional,,
5345,2025-01-18 00:00:00,"3234 S 82ND CT, MILWAUKEE, WI, 53219-3541",Christmas Tree Pickup,,
5346,2025-01-18 00:00:00,"201 E DOVER ST, MILWAUKEE, WI, 53207-2025",Christmas Tree Pickup,,Next to trash bins in alley
5347,2025-01-18 00:00:00,"2830 W BROWN ST, MILWAUKEE, WI, 53208-0000",Drainage or Standing Water Not Related to a Clogged Catch Basin,,There is water bubbling up from under the road and causing big pool of water in front of 2830 West Brown.
5348,2025-01-18 00:00:00,"2968 N 77TH ST, MILWAUKEE, WI, 53222-5016",Christmas Tree Pickup,,In alley
5349,2025-01-18 00:00:00,"1419 N 58TH ST, MILWAUKEE, WI, 53208-2135",Area Dark,2025-01-19 00:00:00,AREA DARK // CHECK FOR LOCAL CIRCUIT TROUBLE
5350,2025-01-18 00:00:00,"1423 N 54TH ST, MILWAUKEE, WI, 53208-2264",Area Dark,2025-01-19 00:00:00,AREA DARK // CHECK FOR LOCAL CIRCUIT TROUBLE
5351,2025-01-18 00:00:00,"2904 S PINE AV, MILWAUKEE, WI, 53207-2419",Christmas Tree Pickup,,
5352,2025-01-18 00:00:00,"2740 N MARYLAND AV, MILWAUKEE, WI, 53211-3734",Christmas Tree Pickup,,There are several in the alley besides mine. Thank you!!
5353,2025-01-18 00:00:00,"2616 W WISCONSIN AV, 404, MILWAUKEE, WI, 53233-2945",No Heat,,There is no heat in the apartment 404 on 2616 w Wisconsin apt 404.i call the maintenance service several times on yesterday no one answered my complaint about this issue.
5354,2025-01-18 00:00:00,"1967 N BARTLETT AV, MILWAUKEE, WI, 53202-1461",Christmas Tree Pickup,,
5355,2025-01-18 00:00:00,"3344 S 12TH ST, MILWAUKEE, WI, 53215-5006",Christmas Tree Pickup,,
5356,2025-01-18 00:00:00,"4202 N TEUTONIA AV, MILWAUKEE, WI, 53209-6734",Miscellaneous Street Maintenance Request,,at intersection of teutonia and atkinson. ashpahlt settled around pipe. pipe needs new cover it is about 4 inches above asphalt  . please backfill
5357,2025-01-18 00:00:00,"3649 S 23RD ST, MILWAUKEE, WI, 53221-1413",Missed Collection: Recycling,,Carts have been at collection point for over four days which the duration was only supposed to be three days and has not been picked up yet. They are full and the recycling is overflowing in my house now as well waiting for them to be emptied. The rest of my street is waiting as well.
5358,2025-01-18 00:00:00,"811 W ABBOTT AV, MILWAUKEE, WI, 53221-3636",Bulky Pickup & San Inspector Notification,,couch carpet
5359,2025-01-18 00:00:00,"2745 N MARYLAND AV, MILWAUKEE, WI, 53211-3735",Christmas Tree Pickup,,
5360,2025-01-18 00:00:00,12355 W PARK PL,Gates / Signals Problem,,"The traffic signal timing between the interstate, Bradley, and the Sams Club signals causes unnecessary backups. This results in backups onto the freeway ramps, aggressive drivers weaving around traffic and running red lights. Very dangerous with the pedestrian traffic in the area."
5361,2025-01-18 00:00:00,"1827 E RUSK AV, MILWAUKEE, WI, 53207-2555",Christmas Tree Pickup,,I’ve set my tree out for pick up! Thank you so much!!
5362,2025-01-18 00:00:00,"4414 N 56TH ST, MILWAUKEE, WI, 53218-5606",Scattered Litter and Debris on Private Property,,Garbage scattered all over alley in way of bagging out and driving traffic overflowing garbage way too often
5363,2025-01-18 00:00:00,"4463 W LEON TR, MILWAUKEE, WI, 53216-2428",Bulky Pickup & San Inspector Notification,,
5364,2025-01-18 00:00:00,"2446 N 46TH ST, MILWAUKEE, WI, 53210-2918",Garbage Cart: No Cart,,
5365,2025-01-18 00:00:00,"2959 N STOWELL AV, MILWAUKEE, WI, 53211-3350",Christmas Tree Pickup,,undefined
5366,2025-01-18 00:00:00,"3025 N 62ND ST, MILWAUKEE, WI, 53210-1425",Street Light Out,2025-01-19 00:00:00,"Good morning,

The (less than one year old) Brand New Street Light just south of my driveway hasn’t worked in months. Located directly in front of my neighbors house. 3019 n 62nd street Milwaukee, Wi 53210. Please call if you have questions. 

Best, 

Joseph Feltz
414-639-6950"
5367,2025-01-18 00:00:00,"2200 W KILBOURN AV, MILWAUKEE, WI, 53233-0000",Plumbing Problem,,no water in buikding
5368,2025-01-18 00:00:00,"154 N 75TH ST, MILWAUKEE, WI, 53213-3558",Christmas Tree Pickup,,Thank you
5369,2025-01-18 00:00:00,"8132 W KATHRYN AV, MILWAUKEE, WI, 53218-3639",Garbage Cart: Additional,,Requesting for an additional garbage cart
5370,2025-01-18 00:00:00,"1012 W LINCOLN AV, MILWAUKEE, WI, 53215-0000",Graffiti,,Rear of building (alley) at the posted address.. Tag was placed overnight 01/17-01/18
5371,2025-01-18 00:00:00,"5262 N 38TH ST, MILWAUKEE, WI, 53209-4767",Backwater,,sewer back up
5372,2025-01-18 00:00:00,"2714 N RICHARDS ST, MILWAUKEE, WI, 53212-2438",Missed Collection: Recycling,,no collection
5373,2025-01-18 00:00:00,"2040 N 53RD ST, MILWAUKEE, WI, 53208-1762",Christmas Tree Pickup,,"please pickup christmas tree at curb, 2040 n 53rd st thank you"
5374,2025-01-18 00:00:00,"2726 W STATE ST, MILWAUKEE, WI, 53208-3548",Recycling Cart: Missing,,Someone stole it while I was on vacation
5375,2025-01-18 00:00:00,"4075 N TEUTONIA AV, MILWAUKEE, WI, 53209-6729",Special Pickup - Accident Debris,,Debris from Capitol to Atkinson swept in curb of north bound lanes
5376,2025-01-18 00:00:00,"5408 W VINE ST, MILWAUKEE, WI, 53208-1672",Missed Collection: Garbage,,missed collection always
5377,2025-01-18 00:00:00,"2854 N LEFEBER AV, MILWAUKEE, WI, 53210-1142",Christmas Tree Pickup,,
5378,2025-01-18 00:00:00,"3025 N 62ND ST, MILWAUKEE, WI, 53210-1425",All Other Signs,,"Good morning,

There is a temporary round a bout at the intersection of 61st & chambers. Someone hit one of the signs so now there are only 3 signs where there should be 4. This means traffic coming from the south have no sign to direct them.  The one missing is on the south side of the intersection. Please call me if you have questions. 

Best,

Joe Feltz
414-639-6950"
5379,2025-01-18 00:00:00,"4006 N 41ST ST, MILWAUKEE, WI, 53216-1606",Missed Collection: Garbage,,missed collection
5380,2025-01-18 00:00:00,"2731 N HUMBOLDT BL, MILWAUKEE, WI, 53212-2615",Christmas Tree Pickup,,
5381,2025-01-18 00:00:00,"4607 W HADLEY ST, MILWAUKEE, WI, 53210-2448",Recycling Cart: No Cart,,"this is a duplication of an older work request to replace a stolen cart at the same address. i only need one cart, but i need a cart."
5382,2025-01-18 00:00:00,"228 E HADLEY ST, MILWAUKEE, WI, 53212-2431",Christmas Tree Pickup,,Christmas tree will be between a sign and a small tree on the curb in front of the house.
5383,2025-01-18 00:00:00,"3071 N NEWHALL ST, MILWAUKEE, WI, 53211-3227",Christmas Tree Pickup,,tree is in alley at normal pickup spot.
5384,2025-01-18 00:00:00,"2656 N 36TH ST, MILWAUKEE, WI, 53210-2523",Garbage Cart: No Cart,,
5385,2025-01-18 00:00:00,"5361 N 57TH ST, MILWAUKEE, WI, 53218-3225",Backwater,2025-01-18 00:00:00,back water
5386,2025-01-18 00:00:00,"2732 N MENOMONEE RIVER PK, MILWAUKEE, WI, 53222-4543",Christmas Tree Pickup,,
5387,2025-01-18 00:00:00,"3717 N 37TH ST, MILWAUKEE, WI, 53216-3007",Christmas Tree Pickup,,
5388,2025-01-18 00:00:00,"3423 N 36TH ST, MILWAUKEE, WI, 53216-3719",Christmas Tree Pickup,,
